video_id,author,comment,published_at
6trY1WoTE2s,@izulrahman5759,Iphone aja pabrik nya di cina,2025-05-02T10:20:45Z
6trY1WoTE2s,@WahyudiWahyudi-yu6hg,Yang saya tau dan merasa sedih asia tenggara ini paling lemah dan terlalu banyak bicara tapi ngak ada bukti,2025-05-02T10:19:45Z
6trY1WoTE2s,@MikoTriwibowo,"Perang tariff ini juga MUNGKIN bikin rupiah makin menguat dan dollar jadi rungkad, pas cek tadi 1 dollar udah turun ke 16.400 dari bulan lalu yang tembus 17.100, nominal 16.400 = 1 dollar itu udah setara kayak tahun lalu, jadi sekarang ibaratnya dollar gak naik dan gak turun tapi stagnan seperti tahun lalu",2025-05-02T10:17:07Z
6trY1WoTE2s,@husaeni1998,3:30 game shark ps1😅,2025-05-02T10:16:45Z
6trY1WoTE2s,@Dewa-Rangga,Anti asing aseng tapi gabisa bikin produk 🤭,2025-05-02T10:15:55Z
6trY1WoTE2s,@monyetkawaii1603,Indonesia dengan koruptornya mana bisa bersaing,2025-05-02T10:14:39Z
6trY1WoTE2s,@rerimuhammad,"Pembahasan perihal perang dagang antara Amerika Serikat dan Tiongkok ini ramai sejak April 2025, bahkan saya sendiri sampai harus melihat beberapa hint dalam hal ini. Perihal industri dan lain-lain masih saya cari tahu lagi. Ya kurang lebih begitu",2025-05-02T10:14:05Z
6trY1WoTE2s,@buntaltlvtuberclipper1722,"Update terbaru di AS
Mulai dari PHK besar-besaran, Demo Mahasiswa Harvard university, Empty Shelve, Panic Buying besar besaran, Trump di tegur langsung sama investor gede dia pas kampanye dulu(kek Major/CEO Walmart, Target, dll), di Boycot sama Canada(gegara pengen jadiin Canada sebagai State ke-50), di Boycot sama Greenland(karena AS dari dulu kebelet ngamplok Greenland).

Masih panjang keknya ini kerugian yg bakal di derita sama AS.",2025-05-02T10:13:23Z
6trY1WoTE2s,@renaprasasti,Semangat koi semoga ada cerita cerita lagi yg lebih seru menambah ilmu pengetahuan dan wawasan dunia,2025-05-02T10:12:22Z
6trY1WoTE2s,@veronicatanjany4355,Tarif yg dikasih AS ke China jd senjata makan tuan,2025-05-02T10:12:11Z
6trY1WoTE2s,@naugiavrilio,"naahh akhirnya di bahas juga nih Trade War

btw gegara Trade War ini juga salah satu kearifan lokal kita, keris... eh maksudnya QRIS, sama GPN juga di senggol sama donald bebek. Mulaaaiii nih kelakuan...",2025-05-02T10:11:19Z
6trY1WoTE2s,@AhmadDaffaAthaHidayat-j6k,"Semoga di tengah kesulitan ini,negara Indonesia menjadi negara maju dan adidaya seperti AS dan Cina suatu saat",2025-05-02T10:10:29Z
6trY1WoTE2s,@andikaprayogi6541,"""DOLLAR NAIK TIDAK MEMPENGARUHI KAMI YANG ADA DI DESA 🗣️🗣️🗣️""

Ucap seseorang yang pake pestisida dengan bahan aktif import dari luar negeri",2025-05-02T10:10:01Z
6trY1WoTE2s,@Yumiko_riamfa,Baru juga beberapa menit udah ada aja iklan judol 😢,2025-05-02T10:09:46Z
6trY1WoTE2s,@destasianturi,Agak kinclongan lu koy,2025-05-02T10:09:01Z
6trY1WoTE2s,@Yuliana-kg1kr,Gercep nggu bang koi😊😊,2025-05-02T10:08:26Z
6trY1WoTE2s,@YayanHariangga-u5z,cukuran baru bang?,2025-05-02T10:08:17Z
6trY1WoTE2s,@AmiraiRJIc,"Rezeki hari ini bikin aku makin optimis, cuma di 𝘿 𝙀 𝑊 𝘈 𝘋 𝙊 𝘙 А! 🏍",2025-05-02T10:08:15Z
6trY1WoTE2s,@Sereyq2pPh,Berkat 𝘿 𝐸 W 𝐀 𝘿 𝘖 𝘙 𝘈 saya memiliki dana untuk memperluas usaha. 🤨,2025-05-02T10:08:13Z
6trY1WoTE2s,@PhucZ51WS,"Nggak nyangka dapet jakpot besar banget di 𝐃 𝘌 𝘞 𝘈 𝘋 О Я 𝐴, luar biasa! 🍉",2025-05-02T10:08:12Z
6trY1WoTE2s,@SereyFg0PV,"Hari ini super happy berkat 𝐃 𝘌 𝘞 A D О R A, rezeki datang melimpah! ➗",2025-05-02T10:08:11Z
6trY1WoTE2s,@Soke3KWf,𝘋 Е 𝙒 𝐀 𝘿 𝙊 𝐑 𝘼 menawarkan pendekatan yang berpusat pada pengguna untuk interaksi daring. 🐸,2025-05-02T10:08:11Z
6trY1WoTE2s,@AzmivyAH1,Modal sedikit langsung melimpah hasilnya! Main di D 𝙀 𝙒 𝘼 𝐃 𝘖 𝐑 𝐴-bikin makin semangat! 🚠,2025-05-02T10:08:09Z
6trY1WoTE2s,@ThuyvChCC,Berkat 𝐃 𝐎 𝘙 𝐀 𝟳 𝟩 saya mendapatkan modal yang cukup untuk mewujudkan impian usaha. 🐜,2025-05-02T10:08:01Z
6trY1WoTE2s,@ZawlzjdR,"Gak mau ketinggalan, main di 𝘋 E 𝐖 А 𝐃 𝐎 Я A-langsung dapet menang gede! 🏕",2025-05-02T10:07:57Z
6trY1WoTE2s,@TinyEqtV,Rezeki yang tak pernah disangka datang terus dari 𝐷 𝘌 𝑊 𝘈 𝘋 𝘖 𝑅 𝘼! 🐫,2025-05-02T10:07:53Z
6trY1WoTE2s,@AzmiV6YMj,"𝐃 𝑂 Я 𝐀 𝟩 𝟩bikin hari-hari makin berwarna, rezeki tak pernah ingkar janji! 🐡",2025-05-02T10:07:52Z
6trY1WoTE2s,@HanisW5Etm,"Hasil nyata di 𝐷 𝘌 𝙒 𝐀 𝐃 О 𝑅 А mengantar saya, dari penjual bakso jadi pengusaha restoran. ♟",2025-05-02T10:07:52Z
6trY1WoTE2s,@ZahidpjKer,𝘋 О 𝘙 𝐀 7 𝟩menawarkan kesempatan untuk terhubung dengan individu yang berpikiran sama. 🍝,2025-05-02T10:07:51Z
6trY1WoTE2s,@NayVoE29,D 𝐎 𝙍 A 𝟽 𝟳 adalah platform yang terus berkembang dan berinovasi. 😗,2025-05-02T10:07:48Z
6trY1WoTE2s,@FaridPG5Kv,"Main sekali di D 𝙊 𝘙 𝐴 𝟽 7,langsung dapet rezeki gede! 🛐",2025-05-02T10:07:48Z
6trY1WoTE2s,@MyintwNwwV,D 𝐄 W 𝘈 𝘿 𝘖 𝘙 𝐴menawarkan kesempatan untuk terhubung dengan individu yang berpikiran sama. 🍝,2025-05-02T10:07:44Z
6trY1WoTE2s,@buntaltlvtuberclipper1722,Malay: ah enak seruput kopi sambil dapat invest makin kenceng apalagi semi konduktor,2025-05-02T10:06:36Z
6trY1WoTE2s,@Reieines,Kacau nih,2025-05-02T10:06:26Z
6trY1WoTE2s,@abdulmuhitd1709,konsisten,2025-05-02T10:06:16Z
6trY1WoTE2s,@gag629,Semoga seluruh dunia sepakat membentuk dan menjalin perekonomian baru tanpa melibatkan dan meninggalkan Amerika dalam hal inport/eksport apapun sebagai tujuan pasar📢✨️🔥,2025-05-02T10:05:51Z
6trY1WoTE2s,@HafizzKSRN,Indonesia emas 2045,2025-05-02T10:04:52Z
6trY1WoTE2s,@KemasAnas,Tes tes,2025-05-02T10:04:52Z
6trY1WoTE2s,@abdurrasyid2621,Seru nihh,2025-05-02T10:03:50Z
6trY1WoTE2s,@zidanhadad6011,Bahas konflik india pakistan bang,2025-05-02T10:03:33Z
6trY1WoTE2s,@tirmcdohlS,"Menarik nih, izin nyimak bang koi 👊🏻",2025-05-02T10:02:52Z
6trY1WoTE2s,@Jizousensei-R,heh Tariff,2025-05-02T10:02:46Z
6trY1WoTE2s,@RUN-3X,apakah mamareka bisa melemah?,2025-05-02T10:02:45Z
6trY1WoTE2s,@egilalu415,Hallo bang koi,2025-05-02T10:02:18Z
6trY1WoTE2s,@mariinm3112,Bjirr,2025-05-02T10:02:09Z
6trY1WoTE2s,@microfishing9991,gercep,2025-05-02T10:02:04Z
6trY1WoTE2s,@fufufafaAIBmulyono,Kita harus jadi bangsa yg mandiri yg bisa berdiri di kaki sendiri ktanya wowo pas kampanye begono👎🤣🤪🖕,2025-05-02T10:01:31Z
6trY1WoTE2s,@Jvtdior,Pertama😂,2025-05-02T10:01:29Z
6trY1WoTE2s,@sandrakamila,lama-lama republik ini bagaimana kedepannya😢😢😢😢😢,2025-05-02T10:01:26Z
6trY1WoTE2s,@JohnyWeabooking,Perang3 tarif. Smkin gila,2025-05-02T10:01:17Z
6trY1WoTE2s,@idontknow8131,1,2025-05-02T10:01:08Z
6trY1WoTE2s,@gototv1792,First,2025-05-02T10:01:00Z
d7QGTGG3NVI,@zeinberry2064,"TKDN dipuji oleh anggota parlemen Malaysia, ee.. malah mau di cabut hadehhh...",2025-05-02T10:30:49Z
d7QGTGG3NVI,@yurezian,Bang bahas pmi indo yg anjlok pada april....,2025-05-02T10:28:00Z
d7QGTGG3NVI,@sentotnindyantono6543,"Rencana pengendoran kebijakan TKDN emang terkesan dadakan.
Kasian pengusaha pengusaha yg sdh berinvestasi membuat pabrik dan membuka lapangan pekerjaan.
Dengan longgarnya keran impor, harga barang barang produk dalam negeri dijamin, sekali lagi dijamin, bakal kalah saing harganya dari barang impor.
Thank's bro Raymond sdh membuat sederhana dalam memandang persoalan ini dan menyarankan solusinya.😊",2025-05-02T10:27:21Z
d7QGTGG3NVI,@miftakhulhuda7509,Udah ngrasa salah milih prsdn kah ?,2025-05-02T10:26:44Z
d7QGTGG3NVI,@andragamer4310,Pak Wowo yg mimpin Indonesia jadi semakin hancur negara,2025-05-02T10:26:05Z
d7QGTGG3NVI,@InginSukses1,Bahas juga Premanisme. Jika bener bener memihak ke masyarakat,2025-05-02T10:24:06Z
d7QGTGG3NVI,@AlgoryLab,Mau impor mau invest luar tenaga kerja harus efisien alias pengangguran banyak kalau perlu investor pakai ai yg penting pasar krn pemerintah tidak punya kemampuan buat industri sendiri.,2025-05-02T10:20:26Z
d7QGTGG3NVI,@CharDhue,"Dilonggarkan = tidak berpendirian
Emang culture kita sangat suka dengan aturan yang bisa dikompromi",2025-05-02T10:19:45Z
d7QGTGG3NVI,@平允公正,"kalo TKDN dicabut gpp asal rakyat di beri gaji bulanan gak usah kerja, makan bergizi gratis 2 kali sehari.",2025-05-02T10:19:22Z
d7QGTGG3NVI,@wilsonwetski2805,Ya tanya sama pelaku2 usahanya dulu dong. kalau akhirnya dicabut semua perusahaan ya ancur dah.,2025-05-02T10:18:43Z
d7QGTGG3NVI,@BungKoplaq,"Dari awal kita emang ga berdiri sejajar, beda dengan china, Amerika ngeper juga kalo macem2.",2025-05-02T10:18:28Z
d7QGTGG3NVI,@agamutama8958,"TKDN harus ""Fleksibel"", agar masyarakat dan negara untung serta investor juga untung. TKDN terkesan seperti menghambat untuk waktu dekat, akan tetapi membangun untuk masa depan yang lebih jauh.",2025-05-02T10:14:36Z
d7QGTGG3NVI,@ahmadtaufiq8743,"ada TKDN atau enggak itu gak ngaruh buat perusahaan,
yang paling terpengaruh ya konsumen, harga produk jadi mahal karena harus bayar gaji karyawan di indo,",2025-05-02T10:14:15Z
d7QGTGG3NVI,@andiknur2066,"TKDN secara konsep memang bagus, tapi dalam aplikasinya ruwet. Regulasi yang tidak jelas dan panjang justru menyulitkan industri lokal dalam bertumbuh",2025-05-02T10:13:12Z
d7QGTGG3NVI,@JokoWm5kB,"Tidak pernah menyangka sebelumnya bisa mendapatkan rezeki sebanyak ini dari А X 𝘓 𝟩 𝟳 𝟩,saatnya berbagi kebahagiaan dengan mentraktir teman-teman terdekat! 🐖",2025-05-02T10:11:36Z
d7QGTGG3NVI,@FitriL2nEs,А X 𝘓 𝟩 𝟳 𝟩menawarkan platform yang stabil dan andal. 🍤,2025-05-02T10:11:09Z
d7QGTGG3NVI,@zaidanhibar8535,"Ternyata ada yang bahas lebih lengkap mengenai TKDN ini, dari minggu kemarin kebanyakan bahas setuju TKDN dilonggarkan.",2025-05-02T10:11:05Z
d7QGTGG3NVI,@MuhammadAfandi-f7k,"Konten yang paling heboh , untung ga suscreb",2025-05-02T10:10:59Z
d7QGTGG3NVI,@Liburankuliner,Ternyata Masih tegas pak jokowi drpd prabowo yg jendral,2025-05-02T10:09:37Z
d7QGTGG3NVI,@SariS6264,Bermain di А X 𝘓 𝟩 𝟳 𝟩 mengubah hidup saya dengan melunasi hutang dalam waktu singkat. 🧐,2025-05-02T10:08:35Z
d7QGTGG3NVI,@AgusEb52N,Hasil dari А X 𝘓 𝟩 𝟳 𝟩 membuktikan saya bisa beralih dari penjual kaki lima jadi pemilik restoran. 🎖,2025-05-02T10:08:29Z
d7QGTGG3NVI,@AyuSkmP9,Bermain di А X 𝘓 𝟩 𝟳 𝟩 memberikan kesempatan untuk menutup hutang dengan mudah. 😡,2025-05-02T10:07:43Z
d7QGTGG3NVI,@ZenoAllain,"Kalo TKDN di hapus, fix indonesia bubar",2025-05-02T10:07:36Z
d7QGTGG3NVI,@nurfahmilathif,"Bang, kok gw denger penjelasan lu jadi ngeri sama keputusan yg akan di bikin para negosiatoor pemerintah... Mengingat mereka itu nganu....",2025-05-02T10:07:30Z
d7QGTGG3NVI,@AyuMto8d,"Kece badai! Main di А X 𝘓 𝟩 𝟳 𝟩-lancar, cuan juga lancar jaya! 👈",2025-05-02T10:06:32Z
d7QGTGG3NVI,@DianAnggraeni-c5x,Kirim ke Dedy Corbuzer Bang Ray. Minta agar dia kasih ke P Prabowo.,2025-05-02T10:06:00Z
d7QGTGG3NVI,@MinLVhDr,"А X 𝘓 𝟩 𝟳 𝟩 bikin lupa semua beban, hiburan yang sangat menyenangkan! 🅰",2025-05-02T10:05:13Z
d7QGTGG3NVI,@Faizj5ja8,Bermain di А X 𝘓 𝟩 𝟳 𝟩 jadi bukti kalau keberuntungan bisa datang kapan aja! 🧊,2025-05-02T10:05:02Z
d7QGTGG3NVI,@erfanhidayad3565,Ok gas ok gas 😂,2025-05-02T10:04:31Z
d7QGTGG3NVI,@Xiang6wwY8,"Bermain di А X 𝘓 𝟩 𝟳 𝟩 mengubah hidup saya, dari tukang jahit jadi pemilik butik fashion. 🏒",2025-05-02T10:04:04Z
d7QGTGG3NVI,@AisyahG2RPL,Temukan potensi А X 𝘓 𝟩 𝟳 𝟩. 🌮,2025-05-02T10:03:57Z
d7QGTGG3NVI,@mfahmijrs,Bang sehat? Suaranya agak bindeng,2025-05-02T10:02:34Z
d7QGTGG3NVI,@Viona-z3b,Sebenernya cabut atau longar sih?,2025-05-02T10:01:56Z
d7QGTGG3NVI,@Reneo24,Tanda Kalah Dalam Negosiasi😂😂😂,2025-05-02T10:01:07Z
d7QGTGG3NVI,@HaydarAhmadGibranYulianto,Contohnya iphone 16 apple vs permerintahan indonesia jadinya 5 bulan Malah ilegal TKDN Lepas negatif Apple Curang kayak Game GTA pada 35% sampai 50%  mekorban HP indonesia Contoh xiaomi Mate XS Kemarin Kak david Gadgetin Review kak Raymond Harus Perhatian lagi Jangan TKDN jangan curi Perhatian Konsekuensi Timeline Tekanan Global Pas bahas Meet nite live Bareng Valentinus resa jessica Indrawati adalah Belum ada Kenyataan jadi Eletronik Otomotif kayak toyota Nissan Honda SMK dan Eletronik kayak apple xiaomi Samsung realme Redmi Kak david Gadgetin dan tim Gadgetin TKDN Lepas Perang Teknologi Berakhir Berantakan,2025-05-02T10:00:44Z
d7QGTGG3NVI,@iLLumiRarity,Katanya macan asia tapi ga ada yang segan..aummmm,2025-05-02T10:00:37Z
d7QGTGG3NVI,@palmtree_,"Benarkah singapura batalkan rencana investasi ratusan triliun di BBK (batam, bintan, karimun) karena syarat TKDN. Singapura alihkan investasi ke malaysia dgn kerjasama JS-SEZ zona ekonomi khusus johor-singapura.",2025-05-02T10:00:23Z
d7QGTGG3NVI,@AndriAwan-r3u,Betul bang saling menguntungkan biar rakyat juga menikmati ekonomi Indonesia lapangan pekerjaan banyak,2025-05-02T09:59:32Z
d7QGTGG3NVI,@elsean3517,TKDN= Tanda Kalah Dalam Negosiasi😂🎉😂🎉😂🎉,2025-05-02T09:57:48Z
d7QGTGG3NVI,@AlgoryLab,Trus kita untungnya apa cuma nambah inverstor  utang. Investor memang harus punya investasi.,2025-05-02T09:54:58Z
d7QGTGG3NVI,@fakhrianargyaarrafi1532,"Sebagai salah satu yang terjun di bidang industri memang penghapusan tkdn ini sangat membuat resah. Sekarang banyak perusahaan klien kami yang wait and see sehingga banyak projek di hold terlebih dahulu. Yang paling sedih ada suatu perusahaan (iykyk) yang udah bangun pabrik khusus untuk tkdn selama 15 tahun dan baru diresmikan minggu kemarin tapi muncul lah kebijakan baru ini. Investor asing pun jadi ragu buat invest di sini karena tidak ada stabilitas dalam hukum & kebijakan, belum lagi pungli dll. Semoga pemerintah ada solusi terbaik untuk urusan ini😢.",2025-05-02T09:54:21Z
d7QGTGG3NVI,@KritikSaja,Terlalu banyak bicara buang energi cukup di jawab SDM.....,2025-05-02T09:54:09Z
d7QGTGG3NVI,@rerimuhammad,"Perihal TKDN(Tingkat Komponen Dalam Negeri) saya ngehnya sejak 2022 atau 2023 di beberapa bagian dalam peralatan medis. Penjelasan Raymond Chin untuk TKDN ini ada di bagian industri alat elektronik, terutama dalam hal ini smartphone. Ini agak kompleks dijelaskan dan masih saya cari tahu, karena bisa jadi ada beberapa hint. Ya kurang lebih begitu",2025-05-02T09:53:50Z
d7QGTGG3NVI,@imasmadaniyahtea2883,Lindungi perusahaan yang udah ada✊✊,2025-05-02T09:53:18Z
d7QGTGG3NVI,@IcanDmi-g1w,"10th ikut kapitalis modern, entah 5th kedepan ikut kapitalis jadul.😁🤑",2025-05-02T09:53:01Z
d7QGTGG3NVI,@imasmadaniyahtea2883,😢😢,2025-05-02T09:52:03Z
d7QGTGG3NVI,@sorablaze6928,"intinya TKDN dihentikan = industri semakin melemah = bakalan banyaknya PHK di mana mana dan semakin kurangnya lapangan pekerjaan karena para pengusaha tidak diwajibkan lagi untuk membuka usaha di Indonesia, apalagi kondisi rupiah juga sedang melemah",2025-05-02T09:50:03Z
d7QGTGG3NVI,@SecretHuman-v1x,lagian tkdn ada juga produk china dmn mana  ada ngerusak lokal umkm produk daily pun buatan china trus tkdn di hapus buatan amrik jadi plong jadi ya sama aja china lebih diuntungkan dr sblumny,2025-05-02T09:47:58Z
d7QGTGG3NVI,@mayapurwanti3169,"sedih kek gini jadinya, kita yg dagang aja mkin sepi karna daya jual lemah, apalg nanti klo beneran phk dimana2 gara2 impor",2025-05-02T09:46:31Z
d7QGTGG3NVI,@haannn2689,"Say the line wok : ""INDONESIA BANGSA YANG BESAR""",2025-05-02T09:45:06Z
d7QGTGG3NVI,@novandwiariyanto9591,Masih percaya ke pemerintah indonesia 2025 ?,2025-05-02T09:42:17Z
d7QGTGG3NVI,@Re-ng3yv,Ya!,2025-05-02T09:41:42Z
d7QGTGG3NVI,@origami1119,Hidup jokowi,2025-05-02T09:38:13Z
d7QGTGG3NVI,@kilasBerita_,"Video ini membahas mengenai kebijakan Tingkat Kandungan Dalam Negeri (TKDN) di Indonesia dan dampaknya terhadap industri lokal serta investasi asing. Pada awalnya, TKDN bertujuan untuk melindungi industri dalam negeri dengan mewajibkan produk asing memiliki komponen lokal yang signifikan. Namun, kebijakan ini menghadapi tantangan akibat tekanan internasional, terutama dari AS, yang mengancam tarif tinggi terhadap barang-barang Indonesia. Pembahasan mendalam menunjukkan pro dan kontra terkait TKDN, termasuk dampaknya terhadap kesempatan kerja dan daya saing produk lokal di pasar global.

Highlights

0:00 

	Memperkenalkan topik TKDN dan tujuannya untuk melindungi industri lokal.

0:08
	Penjelasan awal tentang syarat pemenuhan komponen Indonesia bagi produk asing.

0:40
	Mengaitkan kebijakan TKDN dengan isu tarif yang dikenakan oleh Trump.

2:12
	Menyampaikan statistik impor smartphone sebelum dan sesudah penerapan TKDN.

2:39
	Menunjukkan dampak positif TKDN yang membuat brand global investasi di Indonesia.

3:38
	Menyebut tekanan internasional yang menjadi pertimbangan pengguyuran TKDN.

5:42
	Mempertimbangkan potensi kehilangan industri lokal jika TKDN dicabut.

7:54
	Menyatakan potensi keuntungan bagi importir jika TKDN dihilangkan sepenuhnya.

8:44
	Mendorong diskusi tentang solusi terbaik untuk kebijakan TKDN.

11:30
	Mengingatkan pentingnya pemantauan terhadap kebijakan agar tidak gegabah.",2025-05-02T09:35:46Z
d7QGTGG3NVI,@Aksiunik14,"ini yg kutunggu bang dari kemaren"" nungguin bahas ini",2025-05-02T09:35:44Z
d7QGTGG3NVI,@NafriRifan,"kirain Tingkat Komponen Dalam Negeri
taunya lebih dalam",2025-05-02T09:34:45Z
d7QGTGG3NVI,@RosliqN57W,"Cuma main iseng di 𝘋 Е W А 𝘿 О Я 𝐀, malah dapet untung buat jalan-jalan. Terima kasih banyak! 🦂",2025-05-02T09:34:25Z
d7QGTGG3NVI,@MinhDxN8u,"Jantung dag dig dug nunggu JP di 𝘋 O Я 𝘈 𝟩 7, akhirnya pecah juga jackpotnya! 🔺",2025-05-02T09:34:25Z
d7QGTGG3NVI,@HaziqbjuDv,"𝘿 Е 𝘞 𝐴 𝘿 О 𝐑 𝐴 bikin hidup makin asyik, rezeki datang tanpa henti! 9⃣",2025-05-02T09:34:22Z
d7QGTGG3NVI,@ZawPDwwI,"Jakpot besar tiap main di D 𝑂 𝐑 𝐀 𝟩 𝟳, bener-bener puas banget! 🦦",2025-05-02T09:34:18Z
d7QGTGG3NVI,@YusofaILco,Modal yang saya dapat dari 𝐷 𝐄 𝘞 A 𝐷 𝐎 𝘙 A membuat usaha saya semakin stabil. 🐵,2025-05-02T09:34:17Z
d7QGTGG3NVI,@KanyaOSTbo,"Bermain bersama teman-teman di 𝐷 𝘖 𝑅 𝘈 𝟩 𝟳-semakin seru dan asyik, semakin banyak pula rezekinya! 🐅",2025-05-02T09:34:11Z
d7QGTGG3NVI,@Alpukatgaming354,❤,2025-05-02T09:34:02Z
d7QGTGG3NVI,@NugrohooAri,nice,2025-05-02T09:34:01Z
d7QGTGG3NVI,@zacky111,"notice aku dong bang, auto sukses ini",2025-05-02T09:34:00Z
d7QGTGG3NVI,@PhucdNoQd,"Bermain di 𝘋 O 𝙍 𝐴 𝟽 𝟩 mengubah hidup saya, dari pembantu rumah jadi pengusaha cleaning service. 🏂",2025-05-02T09:33:56Z
d7QGTGG3NVI,@Fatin2WGKw,"Sapu bersih semua hadiah dan bonus yang ada di 𝐃 𝘖 𝘙 𝐀 𝟩 𝟽, auto jadi crazy rich! ◼",2025-05-02T09:33:56Z
d7QGTGG3NVI,@SereynwupB,Keuntungan di 𝐷 𝙊 Я А 𝟩 𝟳 membuat usaha saya semakin berkembang dan stabil. 🐪,2025-05-02T09:33:55Z
d7QGTGG3NVI,@Haziqpcj5J,menang besar di 𝘋 О 𝑅 A 𝟽 𝟽-bikin mimpi jadi kenyataan! 🪀,2025-05-02T09:33:55Z
d7QGTGG3NVI,@PhuccyqTs,"Hanya dengan modal kecil bisa meraih untung berlipat di 𝘿 𝑂 𝐑 𝐴 𝟩 𝟩,sungguh luar biasa! 🐳",2025-05-02T09:33:55Z
d7QGTGG3NVI,@ZawFIZaT,"Rezeki melimpah datang dari 𝘿 𝐄 𝐖 А D 𝐎 R 𝐀, makasih banyak! 🦨",2025-05-02T09:33:54Z
d7QGTGG3NVI,@AungaOX01,"Berkat 𝐷 𝙀 𝑊 А 𝘋 𝐎 𝑅 𝘼 saya berubah, dari penjaja es kelapa jadi pemilik kedai es favorit. 🍥",2025-05-02T09:33:54Z
d7QGTGG3NVI,@ThuyQIsWw,"Dengan 𝐃 O Я 𝐀 7 𝟳 saya sukses, dari pembantu rumah jadi pengusaha cleaning service. ⛹",2025-05-02T09:33:52Z
d7QGTGG3NVI,@V4lha11a,Negosiasi sama USA berasa bikin kontrak sama iblis 😅😅😅😅 . Minta jantung dan jiwa suatu negri,2025-05-02T09:33:49Z
d7QGTGG3NVI,@zaennlw,sipp bang,2025-05-02T09:33:46Z
d7QGTGG3NVI,@Kopicandu1987,Abang...,2025-05-02T09:33:07Z
d7QGTGG3NVI,@itsrayl_,nice bang,2025-05-02T09:33:03Z
Tl6fDFA4xNI,@CecepBasit,Intinya dan pemahaman kami sebagai masyarakat sejahtera poin besar yg kami inginkan adalah 1.pendidikan gratis. 2.rumah sakit gratis. 3 buka lapangan pekerjaan merata. 4.pajak harus gratis... Itulah konsep indonesia maju.... Kalo masih bayar pajak mah pak sama saja kita masih seperti numpang di negara orang... Lagi pula bayar pajak dalam hukum  agama islam tidak di perbolehkan pak.... Bumi milik allah seharusnya dari pada kita harus bayar pajak mending bikin sistem baru uangnya membikin sarana kematian... Jadi kalo ada kematian bantu uangnya dari pemerintah khusus bagi masyarakat kecil atau keluarga yg kecil yg hanya 2 atau tiga bersaudara yg berhak menerimanya... Atau lapangan pekerjaan lah pak itu see kunci indonesia maju itu hanya lapangan pekerjaan soalnya kalo masyarakat semua ini punya gajih cukup punya pekerjaan punya kesibukan saya yakin itu juga mengurangan angka kriminalitas saya yakin itu... Coba deh data seberpa juta penduduk masyarakat yg punya ktp yg usia cukup untuk bekerja data mereka ada berapa juta yg masih nganggur  dan kerjaan apa yg paling tepat dengan orang2 tersebut sesuai skil dan kemampuan masing2 bikin sistem pekerjaannya... Kalo bisa ngelas ya ngelas... Kalo bisa bengkel ya bengkel... Kalo bisa bangunan ya bangunan.. Kalo jasa ya jasa tapi semua usaha pekerjaan itu punya pemerintah pemerintah yg ngehendel nanti kan ke uangan dan ke untungannya juga masuk juga ke dana dargantara... Masyarakat tenang masyarakat senang masyarakat bahagia dan indonesiapun akan sejahtera uangnya muter2 di negara terus apa enggk enak tuh solusi seperti itu....,2025-05-01T08:43:13Z
Tl6fDFA4xNI,@dowerdower5637,"SAYA OPTIMIS DGN KOMITMEN PAK PRABOWO DLM MEMAJUKAN INDONESIA SALAH SATUNYA DGN DANANTARA 

KARNA PAK PRABOWO ADALAH ORG YG CENDERUNG KE EKONOMI SOSIALIS NASIONALIS 

BUKAN ORG YG BERHALUAN KAPITALIS LIBERALIS",2025-04-29T08:10:06Z
Tl6fDFA4xNI,@bhineka5498,"danantara hanya tuk modal 2029 prabowo, jokowi dan kroninya",2025-04-29T05:55:38Z
Tl6fDFA4xNI,@fauzanakbar6007,"Sy tadi sempat menyimak kalimat rajin baca buku, pertanyaanya bagaiamana masyarkat khusus nya anak” muda bisa menghilangkan ketergantungan scrol Gadget, solusinya seperti apa? Ini inspirasi dari abad ke 9 dimana peradaban d wilayah irak penuh dgn ilmuwan yg bisa di bilang kiblatnya para ilmuwan, salah satu kuncinya adalah pembangunan Perpustakaan yang didesain semenarik munkin agar masyarkat tertarik atau menambah minat utk membaca krn dgn itu indonesia bisa keluar dari berbagai masalah ekonomi .",2025-04-29T05:31:35Z
Tl6fDFA4xNI,@Fariddinho,RUU PERAMPASAN ASET ATAU HUKUMAN MATI ADALAH KUNCI KEBERHASILAN.,2025-04-29T01:23:18Z
Tl6fDFA4xNI,@andigunawan9292,Intinya kemajuan akan didapatkan asal praktik korupsi di segala bidang dapat dienyahkan,2025-04-29T01:21:37Z
Tl6fDFA4xNI,@Suharti-w7t,"Hanya ada 2 ending. Sukses indonesia maju, gagal indonesia suram. Kita sebagai warga negara hanya bisa banyak banyak berdoa untuk negri tercinta ❤",2025-04-25T14:26:50Z
Tl6fDFA4xNI,@KartiniBujang,Yang duduk.di sana juga ada yg .......apa yaaaa....,2025-04-25T00:59:10Z
Tl6fDFA4xNI,@jenojaemin537,yap,2025-04-25T00:31:53Z
Tl6fDFA4xNI,@harjana645,Rakyat sudah sering di hianati jadi danantara munkin lahan korupsi baru,2025-04-24T23:00:04Z
Tl6fDFA4xNI,@nuriaditama,investasi itu mudah masuk yang susah itu birokrasinya sama menjaga lingkungannya..,2025-04-24T08:12:22Z
Tl6fDFA4xNI,@Kucingnihboss,sedangkan DPR tergantung keputusan ketua partai,2025-04-23T15:34:18Z
